id,name,time,servings,calories,protein,carbs,fat,sugar,cholesterol,fiber,tags,ingredients,steps,image,source,credits
181,Creamy Rice Pudding,10,4,125,5,12,4,3,3,2,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.5 cups cold water"", ""0.75 cup uncooked white rice"", ""2 cups milk, divided"", ""0.33333334326744 cup white sugar"", ""0.25 teaspoon salt"", ""1 egg, beaten"", ""0.66666668653488 cup golden raisins"", ""1 tablespoon butter"", ""0.5 teaspoon vanilla extract""]","[""Gather all ingredients."", ""Pour water into a saucepan and bring to a boil over medium heat; stir in rice. Reduce heat to low, cover, and simmer until rice is tender and liquid has been absorbed, about 20 minutes."", ""Combine cooked rice, 1 \u00bd cups milk, sugar, and salt in a clean saucepan. Cook over medium heat, stirring often, until thick and creamy, about 15 minutes."", ""Stir in remaining 1/2 cup milk, beaten egg, and raisins; cook 2 minutes more, stirring constantly. Remove from heat and stir in butter and vanilla until combined.."", ""Serve warm.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/24059/creamy-rice-pudding/
182,Fish Chowder,30,8,100,5,8,2,0,5,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 tablespoons butter"", ""2 cups chopped onion"", ""4 fresh mushrooms, sliced"", ""1 stalk celery, chopped"", ""4 cups chicken stock"", ""4 cups diced potatoes"", ""2 pounds cod, diced into 1/2 inch cubes"", ""1 cup clam juice"", ""0.5 cup all-purpose flour"", ""0.125 teaspoon Old Bay Seasoning TM, or to taste"", ""salt and ground black pepper to taste"", ""2 (12 fluid ounce) cans evaporated milk"", ""0.25 cup cooked crumbled bacon""]","[""Melt butter in a large stockpot over medium heat. Saut\u00e9 onions, mushrooms, and celery in butter until tender. Add chicken stock and potatoes; simmer for 10 minutes. Add fish; simmer for another 10 minutes."", ""Mix together clam juice and flour in a small bowl until smooth; stir into soup and simmer for 1 minute. Season with Old Bay, salt, and pepper. Remove from heat and stir in evaporated milk."", ""Portion into soup bowls and top with crumbled bacon.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/12732/fish-chowder/
183,Fluffy French Toast,10,12,100,5,5,2,1,0,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.25 cup all-purpose flour"", ""1 cup milk"", ""3 eggs"", ""1 tablespoon white sugar"", ""1 teaspoon vanilla extract"", ""0.5 teaspoon ground cinnamon"", ""1 pinch salt"", ""12 thick slices bread""]","[""Gather all ingredients."", ""Measure flour into a large mixing bowl. Slowly whisk in milk. Whisk in eggs, sugar, vanilla extract, cinnamon, and salt until smooth."", ""Heat a lightly oiled griddle or frying pan over medium heat. Meanwhile, soak bread slices in milk mixture until saturated."", ""Working in batches, cook bread on the preheated griddle or pan until golden brown on each side."", ""Serve hot and enjoy.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/16895/fluffy-french-toast/
184,Pizza Grill,45,1,890,18,69,45,15,45,15,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 cup warm water (110 degrees F/45 degrees C)"", ""1 (.25 ounce) package active dry yeast"", ""1 pinch white sugar"", ""3.3333332538605 cups all-purpose flour"", ""1 tablespoon olive oil"", ""2 teaspoons kosher salt"", ""2 cloves garlic, minced"", ""1 tablespoon chopped fresh basil"", ""0.5 cup olive oil"", ""1 teaspoon minced garlic"", ""0.25 cup tomato sauce, divided"", ""1 cup chopped tomatoes, divided"", ""0.25 cup sliced black olives, divided"", ""0.25 cup roasted red peppers, drained and chopped, divided"", ""2 cups shredded mozzarella cheese, divided""]","[""Gather all ingredients."", ""Make dough: Pour warm water into a large bowl; dissolve yeast and sugar in warm water. Let stand until yeast softens and begins to form a creamy foam, about 5 to 10 minutes."", ""Mix in flour, 1 tablespoon olive oil, and salt until dough pulls away from the sides of the bowl."", ""Turn onto a lightly floured surface. Knead until smooth, about 8 minutes."", ""Place dough in a well-oiled bowl and cover with a damp cloth."", ""Set aside to rise until doubled, about 1 hour. Punch down; knead in garlic and basil. Set aside to rise for 1 more hour, or until doubled again."", ""Meanwhile, make garlic oil: Combine 1/2 cup olive oil with minced garlic in a microwave-safe cup or bowl. Heat for 30 seconds in the microwave."", ""Preheat an outdoor grill for high heat; brush the grate with garlic oil."", ""Make pizzas: Punch down dough and divide in half. Form each half into an oblong shape 3/8 to 1/2 inch thick."", ""Carefully place one piece of dough on the hot grill. Dough will begin to puff almost immediately. When the bottom crust has lightly browned, turn dough over using two spatulas.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/14522/pizza-on-the-grill-i/
185,Strawberry Rhubarb Pie,20,1,480,8,38,16,30,15,6,"[""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 cup white sugar"", ""0.5 cup all-purpose flour"", ""1 pound rhubarb, cut into 1/4 inch slices"", ""2 pints strawberries, hulled and quartered"", ""1 (14.1 ounce) package pastry for a double crust 9-inch pie"", ""2 tablespoons butter"", ""1 large egg yolk"", ""2 tablespoons white sugar""]","[""Preheat the oven to 400 degrees F (200 degrees C)."", ""Mix flour and sugar together in a large bowl."", ""Add strawberries and chopped rhubarb. Toss with sugar and flour and let stand for 30 minutes."", ""Pour filling into prepared pie crust. Dot top with butter, and cover with top crust. Seal edges of top and bottom crust with water."", ""Brush egg yolk on top of pie with a pastry brush."", ""Sprinkle with sugar."", ""Cut several slits in the top crust to allow steam to escape."", ""Bake in the preheated oven until bubbly and brown, about 35 to 40 minutes. Cool pie on rack.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/12612/rhubarb-and-strawberry-pie/
186,Ever Pie Crust,20,1,200,6,33,3,0,0,5,"[""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 cups all-purpose flour"", ""1 teaspoon salt"", ""1 cup shortening, cut into small pieces and frozen for 30 minutes"", ""0.5 cup ice-cold water, or as needed""]","[""Whisk flour and salt together in a large bowl. Cut in chilled shortening with a pastry blender until the mixture resembles coarse, pea-sized crumbs."", ""Add 1/4 cup ice-cold water; use a fork to stir the flour up from the bottom, just until it&#39;s mixed in. Press down on any chunks and continue working the dough around the bowl. Continue to add ice-cold water, in 1 tablespoon increments, mixing just until dough is moist enough to hold together when molded; you will not need more than 4 tablespoons and in fact, may need less."", ""Gently gather dough together into a ball. Divide in half, and flatten each half into a 1-inch-thick disc. Wrap each disc in plastic wrap and chill in the refrigerator for at least 30 minutes. For best results, chill for 4 hours, or up to 2 days."", ""When ready to use, roll dough on a lightly floured surface, being careful not to overwork it."", ""Fit dough into a pie plate. If it crumbles or tears as you work it, just pinch and press it back into shape."", ""Use pie crust as directed in your pie recipe.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/12111/best-ever-pie-crust/
187,Tater Tot Bacon Breakfast Casserole,10,1,360,12,30,18,0,15,6,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 pound bacon, diced"", ""1 (32 ounce) package frozen bite-size potato nuggets (such as Tater Tots\u00ae)"", ""12 eggs"", ""0.5 cup milk"", ""1 pinch salt"", ""0.125 teaspoon ground black pepper"", ""2 cups shredded Cheddar cheese""]","[""Gather ingredients. Preheat the oven to 350 degrees F (175 degrees C)."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, 5 to 8 minutes. Drain bacon on paper towels."", ""Spread bacon into the bottom of a 9x13-inch baking dish to cover. Spread potato nuggets over the bacon."", ""Beat eggs, milk, salt, and pepper together in a bowl; pour over the layer of potato nuggets."", ""Top with cheddar cheese and bake in the preheated oven until hot in the center, about 1 hour."", ""Serve hot. Enjoy!""]","""https://www.allrecipes.com/thmb/cAx8o23OgxuaNashmsnQjHu1H48=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/BR23_WinnerBanner-117c7f8ed4d84407aeecc141acfbf2ad.png""",Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/242266/tater-tot-and-bacon-breakfast-casserole/
188,Burger Sliders,10,1,395,28,23,16,0,40,6,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""cooking spray"", ""2 pounds ground beef"", ""1 (1.25 ounce) envelope onion soup mix"", ""2 cups shredded Cheddar cheese"", ""0.5 cup mayonnaise"", ""24 dinner rolls, split"", ""0.5 cup sliced pickles""]","[""Gather the ingredients."", ""Preheat the oven to 350 degrees F (175 degrees C). Cover a baking sheet with aluminum foil and grease with cooking spray. Grease a sheet of aluminum foil; set aside."", ""Mix ground beef and onion soup mix together in a large skillet; cook and stir over medium-high heat until beef is crumbly and evenly browned, 5 to 7 minutes. Drain and discard any excess grease."", ""Remove the skillet from heat; stir in Cheddar cheese and mayonnaise."", ""Place roll bottoms on the prepared baking sheet. Spread beef mixture onto each bottom; cover with bread roll tops. Cover sliders with the prepared sheet of aluminum foil."", ""Bake in the preheated oven until burger sliders are heated through and cheese is melted, about 30 minutes."", ""Serve sliders with sliced pickles and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/178295/slider-style-mini-burgers/
189,Pancakes,10,4,105,5,9,4,3,3,1,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 cup all-purpose flour"", ""2 tablespoons white sugar"", ""2 teaspoons baking powder"", ""1 teaspoon salt, or to taste"", ""1 cup milk"", ""2 tablespoons vegetable oil"", ""1 egg, beaten""]","[""Gather the ingredients."", ""Combine flour, sugar, baking powder, and salt in a large bowl. Make a well in the center, and pour in milk, oil, and egg. Mix until smooth."", ""Heat a lightly oiled griddle or frying pan over medium-high heat. Pour or scoop batter onto the griddle, using approximately 1/4 cup for each pancake; cook until bubbles form and the edges are dry, 1 to 2 minutes. Flip and cook until browned on the other side. Repeat with remaining batter."", ""Serve hot and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/45396/easy-pancakes/
190,Chinese Pork Dumplings,20,1,770,36,64,32,0,55,14,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.5 cup soy sauce"", ""1 tablespoon seasoned rice vinegar"", ""1 tablespoon finely chopped Chinese chives"", ""1 tablespoon sesame seeds"", ""1 teaspoon chile-garlic sauce (such as Sriracha\u00ae)"", ""1 pound ground pork"", ""3 cloves garlic, minced"", ""1 large egg, beaten"", ""2 tablespoons finely chopped Chinese chives"", ""2 tablespoons soy sauce"", ""1.5 tablespoons sesame oil"", ""1 tablespoon minced fresh ginger"", ""50 dumpling wrappers"", ""0.5 cup vegetable oil for frying, or as needed""]","[""To make the dipping sauce: Combine soy sauce, rice vinegar, chives, sesame seeds, and chile-garlic sauce in a small bowl. Set aside."", ""To make the dumplings: Mix pork, garlic, egg, chives, soy sauce, sesame oil, and ginger in a large bowl until thoroughly combined."", ""Place a dumpling wrapper on a lightly floured work surface and spoon about 1 tablespoon of filling in the middle."", ""Wet the edge with a little water and crimp together forming small pleats to seal the dumpling. Repeat to form remaining dumplings."", ""Heat 1 to 2 tablespoons vegetable oil in a large skillet over medium-high heat. Place 8 to 10 dumplings in the pan and cook until browned, about 2 minutes per side."", ""Pour in 1 cup of water; cover and cook until dumplings are tender and pork is cooked through, about 5 minutes."", ""Repeat to cook remaining dumplings, adding more oil and water for each batch."", ""Serve dumplings with dipping sauce.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/228052/chinese-pork-dumplings/
191,Chocolate Chip Cookie Ice Cream Cake,20,1,400,8,20,28,0,30,4,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (18 ounce) package small chocolate chip cookies"", ""0.25 cup margarine, melted"", ""1 cup hot fudge topping, divided"", ""2 quarts vanilla ice cream, divided"", ""1 cup whipped cream"", ""12 cherries""]","[""Crush 1/2 of the cookies (about 20) to make crumbs. Combine crumbs with melted margarine and press into the bottom of a 9-inch springform pan or pie plate. Stand remaining cookies around the edge of the pan. Spread 3/4 cup fudge topping over crust. Freeze for 15 minutes."", ""Meanwhile, soften 1 quart ice cream in the microwave or on the countertop. After crust has chilled, spread softened ice cream over the fudge layer. Freeze 30 minutes."", ""Scoop remaining quart of ice cream into balls and arrange over the spread ice cream layer. Freeze until firm, 4 hours to overnight."", ""To serve, garnish with remaining fudge topping, whipped cream, and cherries.""]","""https://www.allrecipes.com/thmb/m9Gll0kMq86ntxEtXFfkrkI8QYk=/282x188/filters:no_upscale():max_bytes(150000):strip_icc()/red-white-blue-ice-cream-cake-sl-07-2014-2000x1500-b60d08134ab244e9852482cb25e982fe.jpg""",Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/19005/chocolate-chip-cookie-ice-cream-cake/
192,Pasta Salad,20,6,100,5,8,2,0,0,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 pound tri-colored spiral pasta"", ""1 (16 ounce) bottle Italian-style salad dressing"", ""6 tablespoons salad seasoning mix"", ""2 cups cherry tomatoes, diced"", ""1 green bell pepper, chopped"", ""1 red bell pepper, diced"", ""0.5 yellow bell pepper, chopped"", ""1 (2.25 ounce) can black olives, chopped""]","[""Gather all ingredients."", ""Bring a large pot of lightly salted water to a boil. Cook pasta in the boiling water, stirring occasionally, until tender yet firm to the bite, about 10 to 12 minutes; rinse under cold water and drain."", ""Whisk Italian dressing and salad spice mix together until smooth. Combine pasta, tomatoes, bell peppers, and olives in a salad bowl."", ""Pour dressing over salad and toss to coat."", ""For the best flavor, refrigerate the pasta salad for 8 hours to overnight.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/14385/pasta-salad/
193,Instant Pot Corned Beef,5,4,100,6,5,2,0,6,1,"[""vegetarian"", ""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 cups water"", ""1 (12 fluid ounce) can or bottle beer"", ""4 cloves garlic, minced"", ""1 (3 pound) corned beef brisket with spice packet""]","[""Gather all ingredients."", ""Combine water, beer, and garlic in a multi-functional pressure cooker (such as Instant Pot)."", ""Place trivet inside. Place brisket on the trivet and sprinkle spice packet on top. Close and lock the lid. Select high pressure according to manufacturer&#39;s instructions; set timer for 90 minutes. Allow 10 minutes for pressure to build."", ""Release pressure carefully using the quick-release method according to manufacturer&#39;s instructions, about 5 minutes. Unlock and remove the lid. Transfer brisket to a baking sheet, cover with aluminum foil, and let rest for 10 to 15 minutes."", ""Serve hot and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/268026/instant-pot-corned-beef/
